Diresa,Red,Microred,EESS,Dpto_EESS,Prov_EESS,Dist_EESS,Renipress
ANCASH,PACIFICO SUR,YUGOSLAVIA,I-4   - 00001704 - CENTRO DE SALUD YUGOSLAVIA,ANCASH,SANTA,NUEVO CHIMBOTE,1704
APURIMAC,ABANCAY,CENTENARIO,I-1   - 00002660 - KARCATERA,APURIMAC,ABANCAY,ABANCAY,2660
APURIMAC,ABANCAY,CENTENARIO,I-1   - 00002666 - CHACOCHE,APURIMAC,ABANCAY,CHACOCHE,2666
APURIMAC,ABANCAY,CENTENARIO,I-1   - 00002668 - OCOBAMBA,APURIMAC,ABANCAY,CIRCA,2668
APURIMAC,ABANCAY,CENTENARIO,I-1   - 00002673 - COTARMA,APURIMAC,ABANCAY,PICHIRHUA,2673
APURIMAC,ABANCAY,CENTENARIO,I-1   - 00002674 - CHALHUANI,APURIMAC,ABANCAY,PICHIRHUA,2674
APURIMAC,ABANCAY,CENTENARIO,I-1   - 00002676 - PICHIRHUA,APURIMAC,ABANCAY,PICHIRHUA,2676
APURIMAC,ABANCAY,CENTENARIO,I-1   - 00002677 - PISCAYA,APURIMAC,ABANCAY,PICHIRHUA,2677
APURIMAC,ABANCAY,CENTENARIO,I-1   - 00002678 - ACCOPAMPA,APURIMAC,ABANCAY,PICHIRHUA,2678
APURIMAC,ABANCAY,CENTENARIO,I-1   - 00002682 - AUQUIBAMBA,APURIMAC,ABANCAY,PICHIRHUA,2682
APURIMAC,ABANCAY,CENTENARIO,I-1   - 00002684 - HUIRAHUACHO,APURIMAC,ABANCAY,CIRCA,2684
APURIMAC,ABANCAY,CENTENARIO,I-1   - 00007689 - HUAYLLABAMBA,APURIMAC,ABANCAY,ABANCAY,7689
APURIMAC,ABANCAY,CENTENARIO,I-1   - 00008821 - OCRABAMBA,APURIMAC,ABANCAY,PICHIRHUA,8821
APURIMAC,ABANCAY,CENTENARIO,I-1   - 00008823 - ANCHICHA,APURIMAC,ABANCAY,CHACOCHE,8823
APURIMAC,ABANCAY,CENTENARIO,I-1   - 00013553 - ALLPACHACA,APURIMAC,ABANCAY,PICHIRHUA,13553
APURIMAC,ABANCAY,CENTENARIO,I-2   - 00002662 - QUISAPATA,APURIMAC,ABANCAY,ABANCAY,2662
APURIMAC,ABANCAY,CENTENARIO,I-2   - 00002667 - CIRCA,APURIMAC,ABANCAY,CIRCA,2667
APURIMAC,ABANCAY,CENTENARIO,I-2   - 00002669 - TAMBURQUI,APURIMAC,ABANCAY,CIRCA,2669
APURIMAC,ABANCAY,CENTENARIO,I-2   - 00002675 - LUCUCHANGA,APURIMAC,ABANCAY,PICHIRHUA,2675
APURIMAC,ABANCAY,CENTENARIO,I-2   - 00002683 - TAQUEBAMBA,APURIMAC,AYMARAES,TINTAY,2683
APURIMAC,ABANCAY,CENTENARIO,I-2   - 00011853 - PATIBAMBA BAJA,APURIMAC,ABANCAY,ABANCAY,11853
APURIMAC,ABANCAY,CENTENARIO,I-2   - 00011976 - TABLADA ALTA,APURIMAC,ABANCAY,ABANCAY,11976
APURIMAC,ABANCAY,CENTENARIO,I-3   - 00002664 - BELLAVISTA,APURIMAC,ABANCAY,ABANCAY,2664
APURIMAC,ABANCAY,CENTENARIO,I-3   - 00002665 - CASINCHIHUA,APURIMAC,ABANCAY,CHACOCHE,2665
APURIMAC,ABANCAY,CENTENARIO,I-3   - 00007452 - METROPOLITANO,APURIMAC,ABANCAY,ABANCAY,7452
APURIMAC,ABANCAY,CENTENARIO,I-3   - 00008828 - SAN MARTIN,APURIMAC,ABANCAY,ABANCAY,8828
APURIMAC,ABANCAY,CENTENARIO,I-4   - 00002659 - PUEBLO JOVEN CENTENARIO,APURIMAC,ABANCAY,ABANCAY,2659
APURIMAC,ABANCAY,CURAHUASI,I-1   - 00007430 - TOTORAY,APURIMAC,ABANCAY,CURAHUASI,7430
APURIMAC,ABANCAY,CURAHUASI,I-2   - 00002631 - ANTILLA,APURIMAC,ABANCAY,CURAHUASI,2631
APURIMAC,ABANCAY,CURAHUASI,I-2   - 00002636 - PISONAYPATA,APURIMAC,ABANCAY,CURAHUASI,2636
APURIMAC,ABANCAY,CURAHUASI,I-2   - 00002689 - CCOCHUA,APURIMAC,ABANCAY,CURAHUASI,2689
APURIMAC,ABANCAY,CURAHUASI,I-4   - 00002630 - CURAHUASI,APURIMAC,ABANCAY,CURAHUASI,2630
APURIMAC,ABANCAY,HUANCARAMA,I-1   - 00002641 - SAN JOSE DE ARCAHUA,APURIMAC,ANDAHUAYLAS,HUANCARAMA,2641
APURIMAC,ABANCAY,HUANCARAMA,I-1   - 00002643 - HUAMBO,APURIMAC,ANDAHUAYLAS,PACOBAMBA,2643
APURIMAC,ABANCAY,HUANCARAMA,I-1   - 00002644 - HUASCATAY,APURIMAC,ANDAHUAYLAS,PACOBAMBA,2644
APURIMAC,ABANCAY,HUANCARAMA,I-1   - 00002646 - HUIRONAY,APURIMAC,ANDAHUAYLAS,PACOBAMBA,2646
APURIMAC,ABANCAY,HUANCARAMA,I-1   - 00002696 - SOTAPA,APURIMAC,ANDAHUAYLAS,HUANCARAMA,2696
APURIMAC,ABANCAY,HUANCARAMA,I-1   - 00002697 - CCERABAMBA,APURIMAC,ANDAHUAYLAS,PACOBAMBA,2697
APURIMAC,ABANCAY,HUANCARAMA,I-1   - 00007026 - TACMARA,APURIMAC,ANDAHUAYLAS,PACOBAMBA,7026
APURIMAC,ABANCAY,HUANCARAMA,I-1   - 00007350 - LOS ANGELES,APURIMAC,ANDAHUAYLAS,HUANCARAMA,7350
APURIMAC,ABANCAY,HUANCARAMA,I-1   - 00007351 - SAYHUA,APURIMAC,ANDAHUAYLAS,HUANCARAMA,7351
APURIMAC,ABANCAY,HUANCARAMA,I-1   - 00007352 - PAMPAHURA,APURIMAC,ANDAHUAYLAS,HUANCARAMA,7352
APURIMAC,ABANCAY,HUANCARAMA,I-1   - 00007353 - MATECCLLA,APURIMAC,ANDAHUAYLAS,HUANCARAMA,7353
APURIMAC,ABANCAY,HUANCARAMA,I-1   - 00007354 - LLACTABAMBA,APURIMAC,ANDAHUAYLAS,HUANCARAMA,7354
APURIMAC,ABANCAY,HUANCARAMA,I-1   - 00025860 - ANDINA,APURIMAC,ANDAHUAYLAS,PACOBAMBA,25860
APURIMAC,ABANCAY,HUANCARAMA,I-2   - 00002642 - KARHUAKAHUA,APURIMAC,ANDAHUAYLAS,HUANCARAMA,2642
APURIMAC,ABANCAY,HUANCARAMA,I-2   - 00002695 - PICHIUPATA,APURIMAC,ANDAHUAYLAS,HUANCARAMA,2695
APURIMAC,ABANCAY,HUANCARAMA,I-2   - 00007691 - CCALLASPUQUIO,APURIMAC,ANDAHUAYLAS,PACOBAMBA,7691
APURIMAC,ABANCAY,HUANCARAMA,I-3   - 00002645 - PACOBAMBA,APURIMAC,ANDAHUAYLAS,PACOBAMBA,2645
APURIMAC,ABANCAY,HUANCARAMA,I-4   - 00002640 - HUANCARAMA,APURIMAC,ANDAHUAYLAS,HUANCARAMA,2640
APURIMAC,ABANCAY,LAMBRAMA,I-1   - 00002648 - ATANCAMA,APURIMAC,ABANCAY,LAMBRAMA,2648
APURIMAC,ABANCAY,LAMBRAMA,I-1   - 00002651 - SIUSAY,APURIMAC,ABANCAY,LAMBRAMA,2651
APURIMAC,ABANCAY,LAMBRAMA,I-1   - 00002652 - SUNCHO,APURIMAC,ABANCAY,LAMBRAMA,2652
APURIMAC,ABANCAY,LAMBRAMA,I-1   - 00002655 - LLICCHIVILCA,APURIMAC,GRAU,MARISCAL GAMARRA,2655
APURIMAC,ABANCAY,LAMBRAMA,I-1   - 00006651 - CRUZ PATA (PALPACACHI),APURIMAC,GRAU,MARISCAL GAMARRA,6651
APURIMAC,ABANCAY,LAMBRAMA,I-1   - 00008940 - CCOLLAURO,APURIMAC,GRAU,MARISCAL GAMARRA,8940
APURIMAC,ABANCAY,LAMBRAMA,I-1   - 00011520 - TARIBAMBA,APURIMAC,GRAU,MARISCAL GAMARRA,11520
APURIMAC,ABANCAY,LAMBRAMA,I-1   - 00011523 - UTAPARO,APURIMAC,GRAU,MARISCAL GAMARRA,11523
APURIMAC,ABANCAY,LAMBRAMA,I-1   - 00011524 - SAPSI,APURIMAC,GRAU,MARISCAL GAMARRA,11524
APURIMAC,ABANCAY,LAMBRAMA,I-2   - 00002649 - CAYPE,APURIMAC,ABANCAY,LAMBRAMA,2649
APURIMAC,ABANCAY,LAMBRAMA,I-2   - 00002650 - MARJUNI,APURIMAC,ABANCAY,LAMBRAMA,2650
APURIMAC,ABANCAY,LAMBRAMA,I-2   - 00002657 - PITUHUANCA,APURIMAC,GRAU,MARISCAL GAMARRA,2657
APURIMAC,ABANCAY,LAMBRAMA,I-2   - 00002658 - PICHIBAMBA,APURIMAC,GRAU,MARISCAL GAMARRA,2658
APURIMAC,ABANCAY,LAMBRAMA,I-3   - 00002654 - PALPACACHI,APURIMAC,GRAU,MARISCAL GAMARRA,2654
APURIMAC,ABANCAY,LAMBRAMA,I-3   - 00002656 - PACCAYPATA,APURIMAC,GRAU,MARISCAL GAMARRA,2656
APURIMAC,ABANCAY,LAMBRAMA,I-4   - 00002647 - LAMBRAMA,APURIMAC,ABANCAY,LAMBRAMA,2647
APURIMAC,ABANCAY,MICAELA BASTIDAS,I-1   - 00002661 - MARCAHUASI,APURIMAC,ABANCAY,ABANCAY,2661
APURIMAC,ABANCAY,MICAELA BASTIDAS,I-1   - 00002671 - KIUÑALLA,APURIMAC,ABANCAY,HUANIPACA,2671
APURIMAC,ABANCAY,MICAELA BASTIDAS,I-1   - 00002681 - SAN ANTONIO,APURIMAC,ABANCAY,TAMBURCO,2681
APURIMAC,ABANCAY,MICAELA BASTIDAS,I-1   - 00008822 - CCOYA,APURIMAC,ABANCAY,HUANIPACA,8822
APURIMAC,ABANCAY,MICAELA BASTIDAS,I-1   - 00008824 - ATUMPATA,APURIMAC,ABANCAY,ABANCAY,8824
APURIMAC,ABANCAY,MICAELA BASTIDAS,I-1   - 00011639 - KARQUEQUI,APURIMAC,ABANCAY,HUANIPACA,11639
APURIMAC,ABANCAY,MICAELA BASTIDAS,I-2   - 00002672 - TACMARA,APURIMAC,ABANCAY,HUANIPACA,2672
APURIMAC,ABANCAY,MICAELA BASTIDAS,I-2   - 00021952 - AYMAS,APURIMAC,ABANCAY,ABANCAY,21952
APURIMAC,ABANCAY,MICAELA BASTIDAS,I-3   - 00002663 - VILLAGLORIA,APURIMAC,ABANCAY,ABANCAY,2663
APURIMAC,ABANCAY,MICAELA BASTIDAS,I-3   - 00002670 - HUANIPACA,APURIMAC,ABANCAY,HUANIPACA,2670
APURIMAC,ABANCAY,MICAELA BASTIDAS,I-3   - 00002679 - CACHORA,APURIMAC,ABANCAY,SAN PEDRO DE CACHORA,2679
APURIMAC,ABANCAY,MICAELA BASTIDAS,I-4   - 00002680 - TAMBURCO,APURIMAC,ABANCAY,TAMBURCO,2680
APURIMAC,ANTABAMBA,ANTABAMBA,I-1   - 00002560 - VITO,APURIMAC,ANTABAMBA,JUAN ESPINOZA MEDRANO,2560
APURIMAC,ANTABAMBA,ANTABAMBA,I-1   - 00011590 - MUTKANI,APURIMAC,ANTABAMBA,HUAQUIRCA,11590
APURIMAC,ANTABAMBA,ANTABAMBA,I-1   - 00025851 - MOLLOCCO,APURIMAC,ANTABAMBA,ANTABAMBA,25851
APURIMAC,ANTABAMBA,ANTABAMBA,I-1   - 00025852 - SAN JUAN DE SABAYNO,APURIMAC,ANTABAMBA,SABAINO,25852
APURIMAC,ANTABAMBA,ANTABAMBA,I-1   - 00025911 - FINAYA,APURIMAC,ANTABAMBA,HUAQUIRCA,25911
APURIMAC,ANTABAMBA,ANTABAMBA,I-2   - 00002555 - AYAHUAY,APURIMAC,ANTABAMBA,EL ORO,2555
APURIMAC,ANTABAMBA,ANTABAMBA,I-2   - 00002556 - HUAQUIRCA,APURIMAC,ANTABAMBA,HUAQUIRCA,2556
APURIMAC,ANTABAMBA,ANTABAMBA,I-2   - 00002564 - SABAYNO,APURIMAC,ANTABAMBA,SABAINO,2564
APURIMAC,ANTABAMBA,ANTABAMBA,I-3   - 00002558 - MOLLEBAMBA,APURIMAC,ANTABAMBA,JUAN ESPINOZA MEDRANO,2558
APURIMAC,ANTABAMBA,ANTABAMBA,I-3   - 00002561 - PACHACONAS,APURIMAC,ANTABAMBA,PACHACONAS,2561
APURIMAC,ANTABAMBA,ANTABAMBA,I-4   - 00002552 - ANTABAMBA,APURIMAC,ANTABAMBA,ANTABAMBA,2552
APURIMAC,AYMARAES,CHALHUANCA,I-1   - 00002565 - SORAYA,APURIMAC,AYMARAES,SORAYA,2565
APURIMAC,AYMARAES,CHALHUANCA,I-1   - 00002566 - CAPAYA,APURIMAC,AYMARAES,CAPAYA,2566
APURIMAC,AYMARAES,CHALHUANCA,I-1   - 00002576 - KILCACCASA,APURIMAC,AYMARAES,COTARUSE,2576
APURIMAC,AYMARAES,CHALHUANCA,I-1   - 00002578 - IHUAYLLO,APURIMAC,AYMARAES,HUAYLLO,2578
APURIMAC,AYMARAES,CHALHUANCA,I-1   - 00002593 - COLCA,APURIMAC,AYMARAES,CARAYBAMBA,2593
APURIMAC,AYMARAES,CHALHUANCA,I-1   - 00002686 - PAMPAMARCA,APURIMAC,AYMARAES,COTARUSE,2686
APURIMAC,AYMARAES,CHALHUANCA,I-1   - 00002688 - TOTORA DE  AYMARAES,APURIMAC,AYMARAES,COTARUSE,2688
APURIMAC,AYMARAES,CHALHUANCA,I-1   - 00006650 - LLINQUI,APURIMAC,AYMARAES,TORAYA,6650
APURIMAC,AYMARAES,CHALHUANCA,I-1   - 00007129 - HUARQUIZA,APURIMAC,AYMARAES,SAÑAYCA,7129
APURIMAC,AYMARAES,CHALHUANCA,I-1   - 00007344 - CCELLOPAMPA,APURIMAC,AYMARAES,COTARUSE,7344
APURIMAC,AYMARAES,CHALHUANCA,I-1   - 00007345 - TANTA,APURIMAC,AYMARAES,TORAYA,7345
APURIMAC,AYMARAES,CHALHUANCA,I-1   - 00007439 - MOSECCA,APURIMAC,AYMARAES,CAPAYA,7439
APURIMAC,AYMARAES,CHALHUANCA,I-1   - 00007440 - CCARAHUATANI,APURIMAC,AYMARAES,SORAYA,7440
APURIMAC,AYMARAES,CHALHUANCA,I-1   - 00007441 - MUTCA,APURIMAC,AYMARAES,CHALHUANCA,7441
APURIMAC,AYMARAES,CHALHUANCA,I-1   - 00007442 - PINCAHUACHO,APURIMAC,AYMARAES,CHALHUANCA,7442
APURIMAC,AYMARAES,CHALHUANCA,I-1   - 00007443 - LAHUALAHUA,APURIMAC,AYMARAES,COTARUSE,7443
APURIMAC,AYMARAES,CHALHUANCA,I-1   - 00007692 - CONDEBAMBA,APURIMAC,AYMARAES,TORAYA,7692
APURIMAC,AYMARAES,CHALHUANCA,I-1   - 00008825 - OCCARALLA,APURIMAC,AYMARAES,SAÑAYCA,8825
APURIMAC,AYMARAES,CHALHUANCA,I-1   - 00008826 - IZCAHUACA,APURIMAC,AYMARAES,COTARUSE,8826
APURIMAC,AYMARAES,CHALHUANCA,I-2   - 00002567 - CHACAPUENTE,APURIMAC,AYMARAES,CAPAYA,2567
APURIMAC,AYMARAES,CHALHUANCA,I-2   - 00002568 - CARAYBAMBA,APURIMAC,AYMARAES,CARAYBAMBA,2568
APURIMAC,AYMARAES,CHALHUANCA,I-2   - 00002577 - PISQUICOCHA,APURIMAC,AYMARAES,COTARUSE,2577
APURIMAC,AYMARAES,CHALHUANCA,I-2   - 00002585 - SAÑAYCA,APURIMAC,AYMARAES,SAÑAYCA,2585
APURIMAC,AYMARAES,CHALHUANCA,I-2   - 00002590 - TORAYA,APURIMAC,AYMARAES,TORAYA,2590
APURIMAC,AYMARAES,CHALHUANCA,I-2   - 00002592 - YANACA,APURIMAC,AYMARAES,YANACA,2592
APURIMAC,AYMARAES,CHALHUANCA,I-3   - 00002575 - COTARUSE,APURIMAC,AYMARAES,COTARUSE,2575
APURIMAC,AYMARAES,CHALHUANCA,I-4   - 00002569 - CHALHUANCA,APURIMAC,AYMARAES,CHALHUANCA,2569
APURIMAC,AYMARAES,SANTA ROSA,I-1   - 00002573 - PAMPALLACTA,APURIMAC,AYMARAES,CHAPIMARCA,2573
APURIMAC,AYMARAES,SANTA ROSA,I-1   - 00002582 - HUANCAPAMPA,APURIMAC,AYMARAES,POCOHUANCA,2582
APURIMAC,AYMARAES,SANTA ROSA,I-1   - 00002583 - POCOHUANCA,APURIMAC,AYMARAES,POCOHUANCA,2583
APURIMAC,AYMARAES,SANTA ROSA,I-1   - 00002584 - TIAPARO,APURIMAC,AYMARAES,POCOHUANCA,2584
APURIMAC,AYMARAES,SANTA ROSA,I-1   - 00002591 - SARAYCA,APURIMAC,AYMARAES,YANACA,2591
APURIMAC,AYMARAES,SANTA ROSA,I-1   - 00007027 - CHANTA,APURIMAC,AYMARAES,POCOHUANCA,7027
APURIMAC,AYMARAES,SANTA ROSA,I-1   - 00007028 - HUANCARPUQUIO,APURIMAC,AYMARAES,TINTAY,7028
APURIMAC,AYMARAES,SANTA ROSA,I-1   - 00007346 - SICUNA,APURIMAC,AYMARAES,LUCRE,7346
APURIMAC,AYMARAES,SANTA ROSA,I-1   - 00007414 - CHECCASA,APURIMAC,AYMARAES,JUSTO APU SAHUARAURA,7414
APURIMAC,AYMARAES,SANTA ROSA,I-1   - 00007415 - JUTA,APURIMAC,AYMARAES,LUCRE,7415
APURIMAC,AYMARAES,SANTA ROSA,I-1   - 00007416 - CAYHUACHAHUA,APURIMAC,AYMARAES,LUCRE,7416
APURIMAC,AYMARAES,SANTA ROSA,I-1   - 00007693 - LAYME,APURIMAC,AYMARAES,TAPAIRIHUA,7693
APURIMAC,AYMARAES,SANTA ROSA,I-1   - 00028290 - AYLLASANA,APURIMAC,AYMARAES,TAPAIRIHUA,28290
APURIMAC,AYMARAES,SANTA ROSA,I-2   - 00002571 - ANCOBAMBA,APURIMAC,AYMARAES,CHAPIMARCA,2571
APURIMAC,AYMARAES,SANTA ROSA,I-2   - 00002572 - CHAPIMARCA,APURIMAC,AYMARAES,CHAPIMARCA,2572
APURIMAC,AYMARAES,SANTA ROSA,I-2   - 00002574 - COLCABAMBA,APURIMAC,AYMARAES,COLCABAMBA,2574
APURIMAC,AYMARAES,SANTA ROSA,I-2   - 00002580 - PICHIHUA,APURIMAC,AYMARAES,JUSTO APU SAHUARAURA,2580
APURIMAC,AYMARAES,SANTA ROSA,I-2   - 00002587 - SOCCO,APURIMAC,AYMARAES,TAPAIRIHUA,2587
APURIMAC,AYMARAES,SANTA ROSA,I-2   - 00002589 - SAN MATEO,APURIMAC,AYMARAES,TINTAY,2589
APURIMAC,AYMARAES,SANTA ROSA,I-2   - 00002687 - SAN JUAN DE CHACÑA,APURIMAC,AYMARAES,SAN JUAN DE CHACÑA,2687
APURIMAC,AYMARAES,SANTA ROSA,I-3   - 00002581 - LUCRE,APURIMAC,AYMARAES,LUCRE,2581
APURIMAC,AYMARAES,SANTA ROSA,I-3   - 00002586 - TAPAYRIHUA,APURIMAC,AYMARAES,TAPAIRIHUA,2586
APURIMAC,AYMARAES,SANTA ROSA,I-3   - 00002588 - TINTAY,APURIMAC,AYMARAES,TINTAY,2588
APURIMAC,AYMARAES,SANTA ROSA,I-4   - 00002570 - SANTA ROSA,APURIMAC,AYMARAES,CHAPIMARCA,2570
APURIMAC,COCHARCAS,HUACCANA,I-1   - 00007158 - MARA MARA,APURIMAC,CHINCHEROS,HUACCANA,7158
APURIMAC,COCHARCAS,HUACCANA,I-1   - 00010012 - CHUYAMA,APURIMAC,CHINCHEROS,LOS CHANKAS,10012
APURIMAC,COCHARCAS,HUACCANA,I-1   - 00011895 - MOYACCASA,APURIMAC,CHINCHEROS,HUACCANA,11895
APURIMAC,COCHARCAS,HUACCANA,I-1   - 00011896 - SIMPE,APURIMAC,CHINCHEROS,HUACCANA,11896
APURIMAC,COCHARCAS,HUACCANA,I-1   - 00024835 - HUALLHUA,APURIMAC,CHINCHEROS,HUACCANA,24835
APURIMAC,COCHARCAS,HUACCANA,I-2   - 00004149 - POMACHUCO,APURIMAC,CHINCHEROS,HUACCANA,4149
APURIMAC,COCHARCAS,HUACCANA,I-2   - 00006916 - SANTA ROSA,APURIMAC,CHINCHEROS,ROCCHACC,6916
APURIMAC,COCHARCAS,HUACCANA,I-2   - 00007156 - TURURO,APURIMAC,CHINCHEROS,ONGOY,7156
APURIMAC,COCHARCAS,HUACCANA,I-2   - 00007159 - CALLAPAYOCC,APURIMAC,CHINCHEROS,ONGOY,7159
APURIMAC,COCHARCAS,HUACCANA,I-3   - 00004148 - SAURI,APURIMAC,CHINCHEROS,HUACCANA,4148
APURIMAC,COCHARCAS,HUACCANA,I-3   - 00004150 - ONGOY,APURIMAC,CHINCHEROS,ONGOY,4150
APURIMAC,COCHARCAS,HUACCANA,I-4   - 00004145 - HUACCANA,APURIMAC,CHINCHEROS,HUACCANA,4145
APURIMAC,COCHARCAS,OCOBAMBA,I-1   - 00004151 - HUAMBURQUE,APURIMAC,CHINCHEROS,EL PORVENIR,4151
APURIMAC,COCHARCAS,OCOBAMBA,I-1   - 00007157 - MOZOBAMBA,APURIMAC,CHINCHEROS,ROCCHACC,7157
APURIMAC,COCHARCAS,OCOBAMBA,I-1   - 00007736 - UMACA,APURIMAC,CHINCHEROS,OCOBAMBA,7736
APURIMAC,COCHARCAS,OCOBAMBA,I-1   - 00012535 - CABAÑA,APURIMAC,CHINCHEROS,EL PORVENIR,12535
APURIMAC,COCHARCAS,OCOBAMBA,I-2   - 00004155 - PISCOBAMBA,APURIMAC,CHINCHEROS,OCOBAMBA,4155
APURIMAC,COCHARCAS,OCOBAMBA,I-2   - 00004208 - PORVENIR,APURIMAC,CHINCHEROS,EL PORVENIR,4208
APURIMAC,COCHARCAS,OCOBAMBA,I-2   - 00012649 - CHOCCEPUQUIO,APURIMAC,CHINCHEROS,OCOBAMBA,12649
APURIMAC,COCHARCAS,OCOBAMBA,I-3   - 00004152 - ROCCHACC,APURIMAC,CHINCHEROS,ROCCHACC,4152
APURIMAC,COCHARCAS,OCOBAMBA,I-3   - 00004154 - CHALLHUANI,APURIMAC,CHINCHEROS,OCOBAMBA,4154
APURIMAC,COCHARCAS,OCOBAMBA,I-4   - 00004153 - OCOBAMBA,APURIMAC,CHINCHEROS,OCOBAMBA,4153
APURIMAC,COCHARCAS,URIPA,I-1   - 00007160 - TANCAYLLO,APURIMAC,CHINCHEROS,URANMARCA,7160
APURIMAC,COCHARCAS,URIPA,I-1   - 00007163 - CALLEBAMBA,APURIMAC,CHINCHEROS,CHINCHEROS,7163
APURIMAC,COCHARCAS,URIPA,I-1   - 00007235 - CASABAMBA,APURIMAC,CHINCHEROS,CHINCHEROS,7235
APURIMAC,COCHARCAS,URIPA,I-1   - 00010010 - OSCCOLLO,APURIMAC,CHINCHEROS,COCHARCAS,10010
APURIMAC,COCHARCAS,URIPA,I-1   - 00010011 - URUCANCHA,APURIMAC,CHINCHEROS,COCHARCAS,10011
APURIMAC,COCHARCAS,URIPA,I-1   - 00011170 - OCCEPATA,APURIMAC,CHINCHEROS,RANRACANCHA,11170
APURIMAC,COCHARCAS,URIPA,I-1   - 00011897 - SAN CRISTOBAL,APURIMAC,CHINCHEROS,RANRACANCHA,11897
APURIMAC,COCHARCAS,URIPA,I-1   - 00011898 - PADRE RUMI,APURIMAC,CHINCHEROS,RANRACANCHA,11898
APURIMAC,COCHARCAS,URIPA,I-1   - 00012534 - CHUPARO,APURIMAC,CHINCHEROS,ANCO HUALLO,12534
APURIMAC,COCHARCAS,URIPA,I-1   - 00024836 - CHALLHUANI,APURIMAC,CHINCHEROS,ANCO HUALLO,24836
APURIMAC,COCHARCAS,URIPA,I-2   - 00004138 - TOTORABAMBA,APURIMAC,CHINCHEROS,ANCO HUALLO,4138
APURIMAC,COCHARCAS,URIPA,I-2   - 00004139 - MUNAPUCRO,APURIMAC,CHINCHEROS,ANCO HUALLO,4139
APURIMAC,COCHARCAS,URIPA,I-2   - 00004141 - CAYARA,APURIMAC,CHINCHEROS,CHINCHEROS,4141
APURIMAC,COCHARCAS,URIPA,I-2   - 00004142 - COCHARCAS,APURIMAC,CHINCHEROS,COCHARCAS,4142
APURIMAC,COCHARCAS,URIPA,I-2   - 00004144 - URANMARCA,APURIMAC,CHINCHEROS,URANMARCA,4144
APURIMAC,COCHARCAS,URIPA,I-2   - 00004147 - RIO  BLANCO,APURIMAC,CHINCHEROS,LOS CHANKAS,4147
APURIMAC,COCHARCAS,URIPA,I-2   - 00004209 - HUARIBAMBA,APURIMAC,CHINCHEROS,RANRACANCHA,4209
APURIMAC,COCHARCAS,URIPA,I-2   - 00012232 - CENTRO  MEDICO  PARROQUIAL,APURIMAC,CHINCHEROS,ANCO HUALLO,12232
APURIMAC,COCHARCAS,URIPA,I-3   - 00004143 - RANRACANCHA,APURIMAC,CHINCHEROS,RANRACANCHA,4143
APURIMAC,COCHARCAS,URIPA,I-3   - 00004146 - AHUAYRO,APURIMAC,CHINCHEROS,HUACCANA,4146
APURIMAC,COCHARCAS,URIPA,I-4   - 00004137 - URIPA,APURIMAC,CHINCHEROS,ANCO HUALLO,4137
APURIMAC,COCHARCAS,URIPA,II-1  - 00004140 - HOSPITAL CHINCHEROS,APURIMAC,CHINCHEROS,CHINCHEROS,4140
APURIMAC,COTABAMBAS,COTABAMBA,I-1   - 00002613 - SAN JUAN,APURIMAC,COTABAMBAS,COTABAMBAS,2613
APURIMAC,COTABAMBAS,COTABAMBA,I-1   - 00002693 - PFACO,APURIMAC,COTABAMBAS,COYLLURQUI,2693
APURIMAC,COTABAMBAS,COTABAMBA,I-1   - 00007130 - CHISCCAHUAYLLA,APURIMAC,COTABAMBAS,COYLLURQUI,7130
APURIMAC,COTABAMBAS,COTABAMBA,I-1   - 00018007 - YADQUIRE,APURIMAC,COTABAMBAS,COYLLURQUI,18007
APURIMAC,COTABAMBAS,COTABAMBA,I-2   - 00002615 - ÑAHUINLLA,APURIMAC,COTABAMBAS,COYLLURQUI,2615
APURIMAC,COTABAMBAS,COTABAMBA,I-2   - 00002616 - VILCARO,APURIMAC,COTABAMBAS,COYLLURQUI,2616
APURIMAC,COTABAMBAS,COTABAMBA,I-2   - 00002692 - COLCA,APURIMAC,COTABAMBAS,COTABAMBAS,2692
APURIMAC,COTABAMBAS,COTABAMBA,I-2   - 00002694 - SORCCO,APURIMAC,COTABAMBAS,COYLLURQUI,2694
APURIMAC,COTABAMBAS,COTABAMBA,I-2   - 00013562 - CCOCHAPATA,APURIMAC,COTABAMBAS,COTABAMBAS,13562
APURIMAC,COTABAMBAS,COTABAMBA,I-4   - 00002612 - COTABAMBAS,APURIMAC,COTABAMBAS,COTABAMBAS,2612
APURIMAC,COTABAMBAS,COTABAMBA,I-4   - 00002614 - COYLLURQUI,APURIMAC,COTABAMBAS,COYLLURQUI,2614
APURIMAC,COTABAMBAS,HAQUIRA,I-1   - 00002621 - CCOCHA,APURIMAC,COTABAMBAS,HAQUIRA,2621
APURIMAC,COTABAMBAS,HAQUIRA,I-1   - 00007216 - MUTUHUASI,APURIMAC,COTABAMBAS,HAQUIRA,7216
APURIMAC,COTABAMBAS,HAQUIRA,I-1   - 00007217 - MOCABAMBA,APURIMAC,COTABAMBAS,HAQUIRA,7217
APURIMAC,COTABAMBAS,HAQUIRA,I-1   - 00007218 - HAPURO,APURIMAC,COTABAMBAS,HAQUIRA,7218
APURIMAC,COTABAMBAS,HAQUIRA,I-1   - 00007245 - PAMPA SAN JOSE,APURIMAC,COTABAMBAS,HAQUIRA,7245
