Diresa,Red,Microred,EESS,Dpto_EESS,Prov_EESS,Dist_EESS,Renipress
AMAZONAS,BAGUA,ARAMANGO,I-1   - 00005054 - MIRAFLORES DE ARAMANGO,AMAZONAS,BAGUA,ARAMANGO,5054
AMAZONAS,BAGUA,ARAMANGO,I-1   - 00005061 - SHAIM,AMAZONAS,BAGUA,ARAMANGO,5061
AMAZONAS,BAGUA,ARAMANGO,I-1   - 00007008 - CHINGANZA,AMAZONAS,BAGUA,ARAMANGO,7008
AMAZONAS,BAGUA,ARAMANGO,I-1   - 00007009 - MONTENEGRO,AMAZONAS,BAGUA,ARAMANGO,7009
AMAZONAS,BAGUA,ARAMANGO,I-1   - 00007228 - NAJEM,AMAZONAS,BAGUA,ARAMANGO,7228
AMAZONAS,BAGUA,ARAMANGO,I-1   - 00007263 - GUAYAQUIL,AMAZONAS,BAGUA,ARAMANGO,7263
AMAZONAS,BAGUA,ARAMANGO,I-1   - 00007264 - EL CEDRON,AMAZONAS,BAGUA,ARAMANGO,7264
AMAZONAS,BAGUA,ARAMANGO,I-2   - 00005058 - NUMPARKET,AMAZONAS,BAGUA,ARAMANGO,5058
AMAZONAS,BAGUA,ARAMANGO,I-2   - 00005059 - TUTUMBEROS,AMAZONAS,BAGUA,ARAMANGO,5059
AMAZONAS,BAGUA,ARAMANGO,I-3   - 00005053 - ARAMANGO,AMAZONAS,BAGUA,ARAMANGO,5053
AMAZONAS,BAGUA,BAGUA,I-1   - 00005045 - ESPITAL,AMAZONAS,BAGUA,BAGUA,5045
AMAZONAS,BAGUA,BAGUA,I-1   - 00005046 - SAN ISIDRO,AMAZONAS,BAGUA,LA PECA,5046
AMAZONAS,BAGUA,BAGUA,I-1   - 00005047 - CRUCE ALENYA,AMAZONAS,BAGUA,BAGUA,5047
AMAZONAS,BAGUA,BAGUA,I-1   - 00005048 - TOMAQUE,AMAZONAS,BAGUA,BAGUA,5048
AMAZONAS,BAGUA,BAGUA,I-1   - 00007007 - ACERILLO,AMAZONAS,BAGUA,BAGUA,7007
AMAZONAS,BAGUA,BAGUA,I-1   - 00007262 - TOLOPAMPA,AMAZONAS,BAGUA,EL PARCO,7262
AMAZONAS,BAGUA,BAGUA,I-1   - 00007276 - LA PRIMAVERA,AMAZONAS,BAGUA,BAGUA,7276
AMAZONAS,BAGUA,BAGUA,I-1   - 00007299 - ALENYA,AMAZONAS,BAGUA,COPALLIN,7299
AMAZONAS,BAGUA,BAGUA,I-1   - 00007758 - UNION PROGRESO,AMAZONAS,BAGUA,EL PARCO,7758
AMAZONAS,BAGUA,BAGUA,I-1   - 00007759 - CASUAL,AMAZONAS,BAGUA,BAGUA,7759
AMAZONAS,BAGUA,BAGUA,I-3   - 00005193 - EL PARCO,AMAZONAS,BAGUA,EL PARCO,5193
AMAZONAS,BAGUA,BAGUA,I-3   - 00006998 - BAGUA,AMAZONAS,BAGUA,BAGUA,6998
AMAZONAS,BAGUA,CHIPE,I-1   - 00005072 - KUSU,AMAZONAS,BAGUA,IMAZA,5072
AMAZONAS,BAGUA,CHIPE,I-1   - 00005073 - NUMPATKAIM,AMAZONAS,BAGUA,IMAZA,5073
AMAZONAS,BAGUA,CHIPE,I-1   - 00005074 - JEMPEST-CHICAIS,AMAZONAS,BAGUA,IMAZA,5074
AMAZONAS,BAGUA,CHIPE,I-1   - 00007232 - NUEVA VIDA,AMAZONAS,BAGUA,IMAZA,7232
AMAZONAS,BAGUA,CHIPE,I-1   - 00007233 - SAN PABLO,AMAZONAS,BAGUA,IMAZA,7233
AMAZONAS,BAGUA,CHIPE,I-1   - 00007234 - LISTRA,AMAZONAS,BAGUA,IMAZA,7234
AMAZONAS,BAGUA,CHIPE,I-3   - 00005071 - CHIPE,AMAZONAS,BAGUA,IMAZA,5071
AMAZONAS,BAGUA,CHIRIACO,I-1   - 00005085 - SHUSHUG,AMAZONAS,BAGUA,IMAZA,5085
AMAZONAS,BAGUA,CHIRIACO,I-1   - 00005086 - WAWAIN,AMAZONAS,BAGUA,IMAZA,5086
AMAZONAS,BAGUA,CHIRIACO,I-1   - 00005087 - PAKUIT,AMAZONAS,BAGUA,IMAZA,5087
AMAZONAS,BAGUA,CHIRIACO,I-1   - 00005090 - SHIMPUENTS,AMAZONAS,BAGUA,IMAZA,5090
AMAZONAS,BAGUA,CHIRIACO,I-1   - 00005091 - NAYUMPIN,AMAZONAS,BAGUA,IMAZA,5091
AMAZONAS,BAGUA,CHIRIACO,I-1   - 00007001 - SUKUTIN,AMAZONAS,BAGUA,IMAZA,7001
AMAZONAS,BAGUA,CHIRIACO,I-1   - 00007003 - NAZARETH,AMAZONAS,BAGUA,IMAZA,7003
AMAZONAS,BAGUA,CHIRIACO,I-1   - 00007136 - SAN RAFAEL,AMAZONAS,BAGUA,IMAZA,7136
AMAZONAS,BAGUA,CHIRIACO,I-1   - 00012774 - SAN RAMON,AMAZONAS,BAGUA,IMAZA,12774
AMAZONAS,BAGUA,CHIRIACO,I-1   - 00014208 - DURAND,AMAZONAS,BAGUA,IMAZA,14208
AMAZONAS,BAGUA,CHIRIACO,I-2   - 00005088 - SAMAREN-YUPICUSA,AMAZONAS,BAGUA,IMAZA,5088
AMAZONAS,BAGUA,CHIRIACO,I-2   - 00005089 - WAWAS,AMAZONAS,BAGUA,IMAZA,5089
AMAZONAS,BAGUA,CHIRIACO,I-3   - 00005084 - CHIRIACO,AMAZONAS,BAGUA,IMAZA,5084
AMAZONAS,BAGUA,COPALLIN,I-1   - 00005064 - PAN DE AZUCAR,AMAZONAS,BAGUA,COPALLIN,5064
AMAZONAS,BAGUA,COPALLIN,I-1   - 00005065 - CHONZA LAGUNA,AMAZONAS,BAGUA,COPALLIN,5065
AMAZONAS,BAGUA,COPALLIN,I-1   - 00007005 - SANTA CRUZ DE MOROCHAL,AMAZONAS,BAGUA,COPALLIN,7005
AMAZONAS,BAGUA,COPALLIN,I-2   - 00007004 - LLUHUANA,AMAZONAS,BAGUA,COPALLIN,7004
AMAZONAS,BAGUA,COPALLIN,I-3   - 00005063 - COPALLIN,AMAZONAS,BAGUA,COPALLIN,5063
AMAZONAS,BAGUA,EL MUYO,I-1   - 00005060 - LA LIBERTAD,AMAZONAS,BAGUA,ARAMANGO,5060
AMAZONAS,BAGUA,EL MUYO,I-1   - 00005062 - ZAPOTAL,AMAZONAS,BAGUA,ARAMANGO,5062
AMAZONAS,BAGUA,EL MUYO,I-1   - 00007727 - SAN JUAN DE DIOS,AMAZONAS,BAGUA,ARAMANGO,7727
AMAZONAS,BAGUA,EL MUYO,I-3   - 00005056 - EL MUYO,AMAZONAS,BAGUA,ARAMANGO,5056
AMAZONAS,BAGUA,IMAZA,I-1   - 00005079 - UUT,AMAZONAS,BAGUA,IMAZA,5079
AMAZONAS,BAGUA,IMAZA,I-1   - 00007002 - WANTSA,AMAZONAS,BAGUA,IMAZA,7002
AMAZONAS,BAGUA,IMAZA,I-1   - 00007230 - YAMAYAKAT,AMAZONAS,BAGUA,IMAZA,7230
AMAZONAS,BAGUA,IMAZA,I-1   - 00007231 - TENASHNUM,AMAZONAS,BAGUA,IMAZA,7231
AMAZONAS,BAGUA,IMAZA,I-1   - 00014209 - KUSU GRANDE,AMAZONAS,BAGUA,IMAZA,14209
AMAZONAS,BAGUA,IMAZA,I-2   - 00005082 - WAJUYAT,AMAZONAS,BAGUA,IMAZA,5082
AMAZONAS,BAGUA,IMAZA,I-2   - 00005194 - KUNCHIN,AMAZONAS,BAGUA,IMAZA,5194
AMAZONAS,BAGUA,IMAZA,I-2   - 00007435 - MESONES MURO,AMAZONAS,BAGUA,IMAZA,7435
AMAZONAS,BAGUA,IMAZA,I-3   - 00005070 - IMAZA,AMAZONAS,BAGUA,IMAZA,5070
AMAZONAS,BAGUA,LA PECA,I-1   - 00005050 - CHONZA ALTA,AMAZONAS,BAGUA,LA PECA,5050
AMAZONAS,BAGUA,LA PECA,I-1   - 00005051 - EL TRIUNFO,AMAZONAS,BAGUA,LA PECA,5051
AMAZONAS,BAGUA,LA PECA,I-1   - 00005052 - ARRAYAN,AMAZONAS,BAGUA,LA PECA,5052
AMAZONAS,BAGUA,LA PECA,I-1   - 00007006 - SAN FRANCISCO,AMAZONAS,BAGUA,LA PECA,7006
AMAZONAS,BAGUA,LA PECA,I-3   - 00005049 - LA PECA,AMAZONAS,BAGUA,LA PECA,5049
AMAZONAS,BAGUA,NO PERTENECE A NINGUNA MICRORED,II-1  - 00005044 - HOSPITAL DE APOYO GUSTAVO LANATTA LUJAN,AMAZONAS,BAGUA,BAGUA,5044
AMAZONAS,BAGUA,PORVENIR DE ARAMANGO,I-1   - 00007010 - CAMPO BONITO,AMAZONAS,BAGUA,ARAMANGO,7010
AMAZONAS,BAGUA,PORVENIR DE ARAMANGO,I-1   - 00007229 - SANTA CLARA,AMAZONAS,BAGUA,ARAMANGO,7229
AMAZONAS,BAGUA,PORVENIR DE ARAMANGO,I-2   - 00005055 - COPALLIN DE ARAMANGO,AMAZONAS,BAGUA,ARAMANGO,5055
AMAZONAS,BAGUA,PORVENIR DE ARAMANGO,I-3   - 00005057 - EL PORVENIR DE ARAMANGO,AMAZONAS,BAGUA,ARAMANGO,5057
AMAZONAS,BAGUA,TUPAC AMARU,I-1   - 00005083 - BICHANAK,AMAZONAS,BAGUA,IMAZA,5083
AMAZONAS,BAGUA,TUPAC AMARU,I-1   - 00006719 - CENTRO WAWIK,AMAZONAS,BAGUA,IMAZA,6719
AMAZONAS,BAGUA,TUPAC AMARU,I-1   - 00006986 - WAWICO,AMAZONAS,BAGUA,IMAZA,6986
AMAZONAS,BAGUA,TUPAC AMARU,I-1   - 00014210 - NUEVO BELEN,AMAZONAS,BAGUA,IMAZA,14210
AMAZONAS,BAGUA,TUPAC AMARU,I-3   - 00005075 - TUPAC AMARU I,AMAZONAS,BAGUA,IMAZA,5075
AMAZONAS,BAGUA,WAYAMPIAK,I-1   - 00005076 - YANAT,AMAZONAS,BAGUA,IMAZA,5076
AMAZONAS,BAGUA,WAYAMPIAK,I-1   - 00005077 - TUNTUS,AMAZONAS,BAGUA,IMAZA,5077
AMAZONAS,BAGUA,WAYAMPIAK,I-1   - 00005078 - CHIJA,AMAZONAS,BAGUA,IMAZA,5078
AMAZONAS,BAGUA,WAYAMPIAK,I-1   - 00005080 - SIJIAK,AMAZONAS,BAGUA,IMAZA,5080
AMAZONAS,BAGUA,WAYAMPIAK,I-3   - 00005081 - WAYAMPIAK,AMAZONAS,BAGUA,IMAZA,5081
AMAZONAS,CHACHAPOYAS,CAMPORREDONDO,I-1   - 00007181 - EL PALTO,AMAZONAS,LUYA,CAMPORREDONDO,7181
AMAZONAS,CHACHAPOYAS,CAMPORREDONDO,I-1   - 00007333 - LA LIBERTAD,AMAZONAS,LUYA,CAMPORREDONDO,7333
AMAZONAS,CHACHAPOYAS,CAMPORREDONDO,I-2   - 00004875 - GUADALUPE,AMAZONAS,LUYA,CAMPORREDONDO,4875
AMAZONAS,CHACHAPOYAS,CAMPORREDONDO,I-3   - 00004873 - CAMPORREDONDO,AMAZONAS,LUYA,CAMPORREDONDO,4873
AMAZONAS,CHACHAPOYAS,CAMPORREDONDO,I-3   - 00004874 - COCOCHO,AMAZONAS,LUYA,CAMPORREDONDO,4874
AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,I-1   - 00004839 - TAQUIA,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,4839
AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,I-1   - 00004841 - HUANCAS,AMAZONAS,CHACHAPOYAS,HUANCAS,4841
AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,I-1   - 00004842 - LEVANTO,AMAZONAS,CHACHAPOYAS,LEVANTO,4842
AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,I-1   - 00007038 - EL MOLINO,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,7038
AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,I-1   - 00007039 - HIGOS URCO,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,7039
AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,I-1   - 00007040 - VIRGEN DE ASUNTA,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,7040
AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,I-1   - 00009670 - COCHA,AMAZONAS,LUYA,COLCAMAR,9670
AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,I-1   - 00013131 - SEÑOR DE LOS MILAGROS,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,13131
AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,I-2   - 00007037 - PEDRO CASTRO ALVA,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,7037
AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,I-2   - 00027352 - MARIA DOLORES QUISPE VILCHEZ,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,27352
AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,I-3   - 00004895 - COLCAMAR,AMAZONAS,LUYA,COLCAMAR,4895
AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,I-3   - 00006754 - 09 DE ENERO,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,6754
AMAZONAS,CHACHAPOYAS,COLLONCE,I-1   - 00004845 - CALDERA,AMAZONAS,LUYA,OCUMAL,4845
AMAZONAS,CHACHAPOYAS,COLLONCE,I-1   - 00004848 - HUARANGUILLO,AMAZONAS,LUYA,PISUQUIA,4848
AMAZONAS,CHACHAPOYAS,COLLONCE,I-1   - 00004849 - PROVIDENCIA,AMAZONAS,LUYA,PROVIDENCIA,4849
AMAZONAS,CHACHAPOYAS,COLLONCE,I-1   - 00007060 - YAULICACHI,AMAZONAS,LUYA,OCUMAL,7060
AMAZONAS,CHACHAPOYAS,COLLONCE,I-1   - 00007061 - NUEVO CHOTA,AMAZONAS,LUYA,PROVIDENCIA,7061
AMAZONAS,CHACHAPOYAS,COLLONCE,I-1   - 00007244 - VISTA HERMOSA,AMAZONAS,LUYA,OCUMAL,7244
AMAZONAS,CHACHAPOYAS,COLLONCE,I-1   - 00009674 - SAN PEDRO Y SAN PABLO,AMAZONAS,LUYA,LONYA CHICO,9674
AMAZONAS,CHACHAPOYAS,COLLONCE,I-2   - 00004844 - SAN JUAN DE OCUMAL,AMAZONAS,LUYA,OCUMAL,4844
AMAZONAS,CHACHAPOYAS,COLLONCE,I-3   - 00004843 - COLLONCE,AMAZONAS,LUYA,OCUMAL,4843
AMAZONAS,CHACHAPOYAS,HUAMBO,I-1   - 00006989 - NUEVO HORIZONTE,AMAZONAS,RODRIGUEZ DE MENDOZA,HUAMBO,6989
AMAZONAS,CHACHAPOYAS,HUAMBO,I-3   - 00004943 - HUAMBO,AMAZONAS,RODRIGUEZ DE MENDOZA,HUAMBO,4943
AMAZONAS,CHACHAPOYAS,JUMBILLA,I-1   - 00004915 - CHISQUILLA,AMAZONAS,BONGARA,CHISQUILLA,4915
AMAZONAS,CHACHAPOYAS,JUMBILLA,I-1   - 00004918 - SAN MIGUEL DE LA REYNA,AMAZONAS,CHACHAPOYAS,OLLEROS,4918
AMAZONAS,CHACHAPOYAS,JUMBILLA,I-1   - 00004926 - RECTA,AMAZONAS,BONGARA,RECTA,4926
AMAZONAS,CHACHAPOYAS,JUMBILLA,I-1   - 00009679 - LAS PALMAS,AMAZONAS,BONGARA,JUMBILLA,9679
AMAZONAS,CHACHAPOYAS,JUMBILLA,I-2   - 00004916 - COROSHA,AMAZONAS,BONGARA,COROSHA,4916
AMAZONAS,CHACHAPOYAS,JUMBILLA,I-3   - 00004917 - JUMBILLA,AMAZONAS,BONGARA,JUMBILLA,4917
AMAZONAS,CHACHAPOYAS,LAMUD,I-1   - 00004851 - LUYA VIEJO,AMAZONAS,LUYA,LUYA VIEJO,4851
AMAZONAS,CHACHAPOYAS,LAMUD,I-1   - 00004852 - SAN CRISTOBAL DE OLTO,AMAZONAS,LUYA,SAN CRISTOBAL,4852
AMAZONAS,CHACHAPOYAS,LAMUD,I-1   - 00004853 - PACLAS,AMAZONAS,LUYA,SAN JERONIMO,4853
AMAZONAS,CHACHAPOYAS,LAMUD,I-1   - 00004855 - TRITA,AMAZONAS,LUYA,TRITA,4855
AMAZONAS,CHACHAPOYAS,LAMUD,I-1   - 00007062 - CRUZPATA,AMAZONAS,LUYA,TRITA,7062
AMAZONAS,CHACHAPOYAS,LAMUD,I-1   - 00007379 - CUEMAL,AMAZONAS,LUYA,LAMUD,7379
AMAZONAS,CHACHAPOYAS,LAMUD,I-2   - 00004854 - SANTA CATALINA,AMAZONAS,LUYA,SANTA CATALINA,4854
AMAZONAS,CHACHAPOYAS,LAMUD,I-3   - 00004850 - LAMUD,AMAZONAS,LUYA,LAMUD,4850
AMAZONAS,CHACHAPOYAS,LEYMEBAMBA,I-1   - 00004857 - GOLLON,AMAZONAS,CHACHAPOYAS,BALSAS,4857
AMAZONAS,CHACHAPOYAS,LEYMEBAMBA,I-1   - 00004860 - CHILCHOS,AMAZONAS,CHACHAPOYAS,LEIMEBAMBA,4860
AMAZONAS,CHACHAPOYAS,LEYMEBAMBA,I-1   - 00004861 - PLAZAPAMPA,AMAZONAS,CHACHAPOYAS,LEIMEBAMBA,4861
AMAZONAS,CHACHAPOYAS,LEYMEBAMBA,I-1   - 00007067 - LA MORADA,AMAZONAS,CHACHAPOYAS,CHUQUIBAMBA,7067
AMAZONAS,CHACHAPOYAS,LEYMEBAMBA,I-1   - 00007068 - CHUMBOL,AMAZONAS,CHACHAPOYAS,CHUQUIBAMBA,7068
AMAZONAS,CHACHAPOYAS,LEYMEBAMBA,I-1   - 00007148 - SAULLAMUR,AMAZONAS,CHACHAPOYAS,BALSAS,7148
AMAZONAS,CHACHAPOYAS,LEYMEBAMBA,I-1   - 00007174 - COCHABAMBA,AMAZONAS,CHACHAPOYAS,CHUQUIBAMBA,7174
AMAZONAS,CHACHAPOYAS,LEYMEBAMBA,I-1   - 00007175 - ATUEN,AMAZONAS,CHACHAPOYAS,CHUQUIBAMBA,7175
AMAZONAS,CHACHAPOYAS,LEYMEBAMBA,I-2   - 00004862 - SAN FRANCISCO DEL YESO,AMAZONAS,LUYA,SAN FRANCISCO DE YESO,4862
AMAZONAS,CHACHAPOYAS,LEYMEBAMBA,I-3   - 00004856 - BALZAS,AMAZONAS,CHACHAPOYAS,BALSAS,4856
AMAZONAS,CHACHAPOYAS,LEYMEBAMBA,I-3   - 00004858 - CHUQUIBAMBA,AMAZONAS,CHACHAPOYAS,CHUQUIBAMBA,4858
AMAZONAS,CHACHAPOYAS,LEYMEBAMBA,I-3   - 00004859 - LEYMEBAMBA,AMAZONAS,CHACHAPOYAS,LEIMEBAMBA,4859
AMAZONAS,CHACHAPOYAS,LONGAR,I-1   - 00004941 - IZCUCHACA,AMAZONAS,CHACHAPOYAS,MOLINOPAMPA,4941
AMAZONAS,CHACHAPOYAS,LONGAR,I-1   - 00004942 - COCHAMAL,AMAZONAS,RODRIGUEZ DE MENDOZA,COCHAMAL,4942
AMAZONAS,CHACHAPOYAS,LONGAR,I-1   - 00007282 - OQUISH,AMAZONAS,CHACHAPOYAS,SOLOCO,7282
AMAZONAS,CHACHAPOYAS,LONGAR,I-1   - 00007335 - MICHINA,AMAZONAS,RODRIGUEZ DE MENDOZA,MARISCAL BENAVIDES,7335
AMAZONAS,CHACHAPOYAS,LONGAR,I-1   - 00011727 - SHUCUSH,AMAZONAS,RODRIGUEZ DE MENDOZA,LONGAR,11727
AMAZONAS,CHACHAPOYAS,LONGAR,I-3   - 00004944 - LONGAR,AMAZONAS,RODRIGUEZ DE MENDOZA,LONGAR,4944
AMAZONAS,CHACHAPOYAS,LONGAR,I-3   - 00004945 - MARISCAL BENAVIDES,AMAZONAS,RODRIGUEZ DE MENDOZA,MARISCAL BENAVIDES,4945
AMAZONAS,CHACHAPOYAS,LUYA,I-1   - 00004864 - INGUILPATA,AMAZONAS,LUYA,INGUILPATA,4864
AMAZONAS,CHACHAPOYAS,LUYA,I-1   - 00004865 - LONYA CHICO,AMAZONAS,LUYA,LONYA CHICO,4865
AMAZONAS,CHACHAPOYAS,LUYA,I-1   - 00004867 - CHOCTA,AMAZONAS,LUYA,LUYA,4867
AMAZONAS,CHACHAPOYAS,LUYA,I-1   - 00007063 - SHIPATA,AMAZONAS,LUYA,LUYA,7063
AMAZONAS,CHACHAPOYAS,LUYA,I-1   - 00007274 - NUEVO LUYA,AMAZONAS,LUYA,CONILA,7274
AMAZONAS,CHACHAPOYAS,LUYA,I-1   - 00007332 - COLMATA,AMAZONAS,LUYA,LUYA,7332
AMAZONAS,CHACHAPOYAS,LUYA,I-1   - 00007380 - COROBAMBA,AMAZONAS,LUYA,LUYA,7380
AMAZONAS,CHACHAPOYAS,LUYA,I-1   - 00013019 - CAMELIN,AMAZONAS,LUYA,LONYA CHICO,13019
AMAZONAS,CHACHAPOYAS,LUYA,I-2   - 00004863 - CONILA COHECHAN,AMAZONAS,LUYA,CONILA,4863
AMAZONAS,CHACHAPOYAS,LUYA,I-3   - 00004866 - LUYA,AMAZONAS,LUYA,LUYA,4866
AMAZONAS,CHACHAPOYAS,MARIA,I-1   - 00004886 - YOMBLON DE COCABAMBA,AMAZONAS,LUYA,COCABAMBA,4886
AMAZONAS,CHACHAPOYAS,MARIA,I-1   - 00007066 - CHUILON,AMAZONAS,LUYA,COCABAMBA,7066
AMAZONAS,CHACHAPOYAS,MARIA,I-1   - 00007206 - BALERIANA,AMAZONAS,LUYA,COCABAMBA,7206
AMAZONAS,CHACHAPOYAS,MARIA,I-2   - 00004893 - QUISQUIS,AMAZONAS,LUYA,COCABAMBA,4893
AMAZONAS,CHACHAPOYAS,MARIA,I-3   - 00004885 - COCABAMBA,AMAZONAS,LUYA,COCABAMBA,4885
AMAZONAS,CHACHAPOYAS,MARIA,I-3   - 00004899 - MARIA,AMAZONAS,LUYA,MARIA,4899
AMAZONAS,CHACHAPOYAS,MOLINOPAMPA,I-1   - 00004868 - GRANADA,AMAZONAS,CHACHAPOYAS,GRANADA,4868
AMAZONAS,CHACHAPOYAS,MOLINOPAMPA,I-1   - 00004870 - SAN JOSE,AMAZONAS,CHACHAPOYAS,MOLINOPAMPA,4870
AMAZONAS,CHACHAPOYAS,MOLINOPAMPA,I-1   - 00004871 - OLLEROS,AMAZONAS,CHACHAPOYAS,OLLEROS,4871
AMAZONAS,CHACHAPOYAS,MOLINOPAMPA,I-1   - 00009667 - CASMAL,AMAZONAS,CHACHAPOYAS,MOLINOPAMPA,9667
AMAZONAS,CHACHAPOYAS,MOLINOPAMPA,I-2   - 00004872 - QUINJALCA,AMAZONAS,CHACHAPOYAS,QUINJALCA,4872
AMAZONAS,CHACHAPOYAS,MOLINOPAMPA,I-3   - 00004869 - MOLINOPAMPA,AMAZONAS,CHACHAPOYAS,MOLINOPAMPA,4869
AMAZONAS,CHACHAPOYAS,NO PERTENECE A NINGUNA MICRORED,II-1  - 00004950 - MARIA AUXILIADORA,AMAZONAS,RODRIGUEZ DE MENDOZA,SAN NICOLAS,4950
AMAZONAS,CHACHAPOYAS,NUEVO CHIRIMOTO,I-1   - 00007073 - LA PRIMAVERA,AMAZONAS,RODRIGUEZ DE MENDOZA,OMIA,7073
AMAZONAS,CHACHAPOYAS,NUEVO CHIRIMOTO,I-1   - 00011723 - MASHUYACU,AMAZONAS,RODRIGUEZ DE MENDOZA,OMIA,11723
AMAZONAS,CHACHAPOYAS,NUEVO CHIRIMOTO,I-1   - 00011725 - JAVRULOT,AMAZONAS,RODRIGUEZ DE MENDOZA,OMIA,11725
AMAZONAS,CHACHAPOYAS,NUEVO CHIRIMOTO,I-2   - 00006991 - EL LIBANO,AMAZONAS,RODRIGUEZ DE MENDOZA,OMIA,6991
AMAZONAS,CHACHAPOYAS,NUEVO CHIRIMOTO,I-3   - 00004947 - NUEVO CHIRIMOTO,AMAZONAS,RODRIGUEZ DE MENDOZA,OMIA,4947
AMAZONAS,CHACHAPOYAS,OCALLI,I-1   - 00004877 - QUISPE,AMAZONAS,LUYA,OCALLI,4877
AMAZONAS,CHACHAPOYAS,OCALLI,I-1   - 00007153 - CELCHO CUZCO,AMAZONAS,LUYA,OCALLI,7153
AMAZONAS,CHACHAPOYAS,OCALLI,I-1   - 00009130 - PLAYA JUMETH,AMAZONAS,LUYA,PROVIDENCIA,9130
AMAZONAS,CHACHAPOYAS,OCALLI,I-3   - 00004876 - OCALLI,AMAZONAS,LUYA,OCALLI,4876
AMAZONAS,CHACHAPOYAS,OMIA,I-1   - 00004949 - TOCUYA,AMAZONAS,RODRIGUEZ DE MENDOZA,OMIA,4949
AMAZONAS,CHACHAPOYAS,OMIA,I-1   - 00007446 - CHONTAPAMPA,AMAZONAS,RODRIGUEZ DE MENDOZA,MILPUCC,7446
AMAZONAS,CHACHAPOYAS,OMIA,I-3   - 00004946 - OMIA,AMAZONAS,RODRIGUEZ DE MENDOZA,OMIA,4946
AMAZONAS,CHACHAPOYAS,PEDRO RUIZ,I-1   - 00004914 - INGENIO,AMAZONAS,LUYA,SANTA CATALINA,4914
AMAZONAS,CHACHAPOYAS,PEDRO RUIZ,I-1   - 00004920 - CUISPES,AMAZONAS,BONGARA,CUISPES,4920
AMAZONAS,CHACHAPOYAS,PEDRO RUIZ,I-1   - 00004921 - FANRRE,AMAZONAS,BONGARA,CUISPES,4921
AMAZONAS,CHACHAPOYAS,PEDRO RUIZ,I-1   - 00004923 - CHOSGON,AMAZONAS,BONGARA,JAZAN,4923
AMAZONAS,CHACHAPOYAS,PEDRO RUIZ,I-1   - 00004924 - SAN JERONIMO,AMAZONAS,BONGARA,JAZAN,4924
AMAZONAS,CHACHAPOYAS,PEDRO RUIZ,I-1   - 00004925 - LA UNION,AMAZONAS,BONGARA,JAZAN,4925
AMAZONAS,CHACHAPOYAS,PEDRO RUIZ,I-1   - 00004927 - SAN CARLOS,AMAZONAS,BONGARA,SAN CARLOS,4927
AMAZONAS,CHACHAPOYAS,PEDRO RUIZ,I-1   - 00004928 - SAN PABLO DE VALERA,AMAZONAS,BONGARA,VALERA,4928
AMAZONAS,CHACHAPOYAS,PEDRO RUIZ,I-1   - 00004929 - COCACHIMBA,AMAZONAS,BONGARA,VALERA,4929
AMAZONAS,CHACHAPOYAS,PEDRO RUIZ,I-1   - 00004930 - MATIAZA RIMACHI,AMAZONAS,BONGARA,VALERA,4930
AMAZONAS,CHACHAPOYAS,PEDRO RUIZ,I-1   - 00004933 - CARRERA,AMAZONAS,BONGARA,FLORIDA,4933
AMAZONAS,CHACHAPOYAS,PEDRO RUIZ,I-1   - 00007051 - LA FLORIDA,AMAZONAS,BONGARA,SHIPASBAMBA,7051
AMAZONAS,CHACHAPOYAS,PEDRO RUIZ,I-1   - 00007052 - LA COCA,AMAZONAS,BONGARA,VALERA,7052
AMAZONAS,CHACHAPOYAS,PEDRO RUIZ,I-1   - 00007260 - COMBOCA,AMAZONAS,BONGARA,SHIPASBAMBA,7260
AMAZONAS,CHACHAPOYAS,PEDRO RUIZ,I-1   - 00007261 - DUNIA CHICO,AMAZONAS,BONGARA,JAZAN,7261
AMAZONAS,CHACHAPOYAS,PEDRO RUIZ,I-1   - 00009844 - SAN JUAN DE PROVIDENCIA,AMAZONAS,LUYA,SANTA CATALINA,9844
AMAZONAS,CHACHAPOYAS,PEDRO RUIZ,I-2   - 00004919 - CHURUJA,AMAZONAS,BONGARA,CHURUJA,4919
AMAZONAS,CHACHAPOYAS,PEDRO RUIZ,I-2   - 00004935 - SHISPASBAMBA,AMAZONAS,BONGARA,SHIPASBAMBA,4935
